64 clusters
Cluster 0
73.00, 99.00
82.00, 103.00
77.00, 100.00
80.00, 100.00
75.00, 111.00
65.00, 116.00
76.00, 102.00
68.00, 105.00
75.00, 102.00
73.00, 96.00
65.00, 98.00
77.00, 102.00
77.00, 98.00
65.00, 96.00
77.00, 95.00
79.00, 104.00
75.00, 98.00
81.00, 100.00
72.00, 98.00
53.00, 120.00
66.00, 116.00
73.00, 117.00
77.00, 97.00
78.00, 109.00
81.00, 103.00
68.00, 104.00
75.00, 97.00
68.00, 98.00
59.00, 97.00
62.00, 102.00
80.00, 103.00
77.00, 99.00
73.00, 99.00
77.00, 105.00
70.00, 114.00
55.00, 108.00
50.00, 117.00
76.00, 104.00
73.00, 97.00
76.00, 103.00
51.00, 112.00
50.00, 121.00
64.00, 98.00
68.00, 115.00
81.00, 102.00
77.00, 96.00
79.00, 113.00
68.00, 111.00
79.00, 99.00
70.00, 102.00
68.00, 107.00
66.00, 104.00
71.00, 102.00
76.00, 101.00
72.00, 105.00
63.00, 103.00
72.00, 113.00
69.00, 96.00
78.00, 100.00
52.00, 116.00
65.00, 99.00
77.00, 106.00
74.00, 106.00
73.00, 99.00
70.00, 101.00
74.00, 103.00
64.00, 98.00
65.00, 107.00
70.00, 100.00
65.00, 108.00
56.00, 107.00
71.00, 106.00
72.00, 104.00
78.00, 108.00
73.00, 102.00
75.00, 98.00
70.00, 119.00
82.00, 106.00
75.00, 99.00
65.00, 107.00
69.00, 101.00
70.00, 104.00
65.00, 118.00
78.00, 96.00
75.00, 100.00
56.00, 99.00
63.00, 103.00
70.00, 111.00
57.00, 108.00
78.00, 101.00
72.00, 95.00
74.00, 95.00
71.00, 113.00
61.00, 97.00
82.00, 110.00
60.00, 100.00
62.00, 96.00
72.00, 112.00
70.00, 97.00
67.00, 101.00
81.00, 110.00
68.00, 113.00
68.00, 103.00
58.00, 104.00
62.00, 123.00
53.00, 117.00
59.00, 101.00
55.00, 102.00
76.00, 98.00
72.00, 101.00
65.00, 101.00
78.00, 108.00
78.00, 97.00
73.00, 117.00
70.00, 102.00
63.00, 99.00
76.00, 100.00
59.00, 104.00
79.00, 97.00
74.00, 101.00
55.00, 112.00
65.00, 105.00
79.00, 98.00
73.00, 97.00
70.00, 105.00
69.00, 114.00
66.00, 99.00
72.00, 99.00
78.00, 106.00
77.00, 97.00
65.00, 105.00
64.00, 96.00
73.00, 105.00
66.00, 120.00
66.00, 115.00
66.00, 96.00
67.00, 103.00
73.00, 104.00
49.00, 106.00
61.00, 97.00
57.00, 101.00
59.00, 124.00
56.00, 121.00
72.00, 95.00
77.00, 96.00
61.00, 108.00
54.00, 118.00
76.00, 95.00
80.00, 104.00
80.00, 99.00
53.00, 115.00
81.00, 106.00
54.00, 122.00
52.00, 118.00
81.00, 111.00
48.00, 106.00
55.00, 105.00
76.00, 113.00
78.00, 104.00
81.00, 104.00
63.00, 119.00
80.00, 105.00
65.00, 98.00
74.00, 95.00
58.00, 108.00
64.00, 99.00
79.00, 105.00
55.00, 115.00
65.00, 107.00
56.00, 105.00
73.00, 103.00
82.00, 105.00
78.00, 105.00
60.00, 105.00
79.00, 113.00
65.00, 118.00
56.00, 100.00
65.00, 114.00
61.00, 113.00
68.00, 99.00
78.00, 112.00
74.00, 98.00
64.00, 117.00
74.00, 116.00
68.00, 121.00
79.00, 105.00
74.00, 108.00
74.00, 100.00
76.00, 98.00
67.00, 96.00
75.00, 99.00
76.00, 105.00
78.00, 98.00
73.00, 109.00
63.00, 118.00
62.00, 120.00
80.00, 99.00
72.00, 109.00
70.00, 104.00
71.00, 99.00
78.00, 103.00
80.00, 112.00
55.00, 105.00
73.00, 96.00
72.00, 100.00
63.00, 109.00
78.00, 102.00
78.00, 109.00
82.00, 103.00
60.00, 100.00
54.00, 103.00
82.00, 110.00
69.00, 100.00
78.00, 98.00
65.00, 101.00
70.00, 103.00
66.00, 115.00
66.00, 119.00
78.00, 110.00
74.00, 104.00
78.00, 100.00
63.00, 110.00
59.00, 105.00
71.00, 103.00
82.00, 101.00
67.00, 99.00
79.00, 106.00
65.00, 116.00
73.00, 101.00
77.00, 100.00
69.00, 96.00
64.00, 121.00
68.00, 116.00
60.00, 119.00
74.00, 98.00
56.00, 115.00
81.00, 105.00
71.00, 107.00
52.00, 102.00
80.00, 100.00
81.00, 105.00
61.00, 98.00
71.00, 97.00
61.00, 107.00
82.00, 106.00
71.00, 98.00
77.00, 95.00
81.00, 105.00
69.00, 103.00
64.00, 117.00
79.00, 105.00
66.00, 104.00
81.00, 102.00
73.00, 95.00
75.00, 97.00
71.00, 110.00
58.00, 112.00
76.00, 99.00
80.00, 109.00
81.00, 110.00
79.00, 103.00
63.00, 98.00
76.00, 110.00
67.00, 107.00
68.00, 102.00
70.00, 120.00
76.00, 97.00
68.00, 106.00
78.00, 98.00
78.00, 97.00
74.00, 106.00
73.00, 110.00
76.00, 101.00
79.00, 100.00
68.00, 97.00
73.00, 101.00
65.00, 108.00
66.00, 101.00
80.00, 109.00
80.00, 109.00
55.00, 107.00
81.00, 112.00
76.00, 96.00
69.00, 118.00
80.00, 109.00
74.00, 107.00
78.00, 104.00
56.00, 115.00
55.00, 100.00
71.00, 98.00
80.00, 100.00
62.00, 97.00
72.00, 104.00
62.00, 111.00
82.00, 104.00
82.00, 102.00
47.00, 116.00
66.00, 99.00
65.00, 96.00
65.00, 103.00
57.00, 122.00
76.00, 110.00
58.00, 106.00
81.00, 100.00
57.00, 100.00
63.00, 97.00
60.00, 122.00
72.00, 115.00
70.00, 99.00
53.00, 124.00
69.00, 120.00
71.00, 102.00
76.00, 99.00
62.00, 99.00
67.00, 106.00
66.00, 115.00
79.00, 111.00
76.00, 102.00
80.00, 106.00
72.00, 102.00
75.00, 113.00
57.00, 101.00
66.00, 96.00
64.00, 115.00
57.00, 99.00
70.00, 113.00
57.00, 99.00
64.00, 103.00
75.00, 96.00
72.00, 96.00
72.00, 106.00
59.00, 116.00
54.00, 102.00
57.00, 100.00
67.00, 100.00
77.00, 101.00
76.00, 106.00
72.00, 106.00
71.00, 111.00
74.00, 115.00
71.00, 118.00
66.00, 118.00
64.00, 113.00
67.00, 110.00
61.00, 104.00
74.00, 108.00
67.00, 109.00
60.00, 108.00
81.00, 113.00
74.00, 105.00
54.00, 105.00
80.00, 103.00
70.00, 98.00
70.00, 97.00
69.00, 98.00
72.00, 101.00
79.00, 97.00
77.00, 106.00
71.00, 113.00
68.00, 114.00
63.00, 119.00
82.00, 104.00
63.00, 96.00
72.00, 99.00
81.00, 103.00
78.00, 106.00
65.00, 101.00
69.00, 96.00
82.00, 112.00
81.00, 101.00
78.00, 100.00
80.00, 104.00
80.00, 104.00
67.00, 99.00
66.00, 106.00
81.00, 101.00
55.00, 101.00
76.00, 97.00
77.00, 96.00
74.00, 98.00
72.00, 106.00
68.00, 100.00
77.00, 98.00
69.00, 110.00
81.00, 106.00
62.00, 100.00
65.00, 104.00
75.00, 105.00
75.00, 99.00
64.00, 100.00
75.00, 116.00
79.00, 113.00
75.00, 95.00
64.00, 99.00
74.00, 100.00
79.00, 112.00
75.00, 95.00
78.00, 96.00
81.00, 104.00
73.00, 95.00
78.00, 99.00
78.00, 102.00
70.00, 95.00
81.00, 104.00
72.00, 98.00
81.00, 104.00
67.00, 97.00
69.00, 107.00
78.00, 106.00
65.00, 97.00
79.00, 106.00
80.00, 109.00
62.00, 97.00
78.00, 111.00
81.00, 112.00
77.00, 104.00
82.00, 109.00
77.00, 95.00
58.00, 99.00
79.00, 101.00
72.00, 101.00
78.00, 104.00
51.00, 117.00
79.00, 97.00
74.00, 96.00
49.00, 121.00
81.00, 106.00
77.00, 98.00
71.00, 97.00
75.00, 95.00
63.00, 98.00
60.00, 100.00
81.00, 107.00
66.00, 114.00
70.00, 100.00
68.00, 101.00
67.00, 108.00
69.00, 101.00
76.00, 113.00
69.00, 106.00
81.00, 113.00
61.00, 97.00
64.00, 104.00
68.00, 109.00
76.00, 106.00
82.00, 107.00
71.00, 109.00
68.00, 114.00
75.00, 103.00
76.00, 115.00
66.00, 106.00
72.00, 101.00
69.00, 116.00
71.00, 109.00
73.00, 104.00
79.00, 99.00
81.00, 108.00
74.00, 103.00
77.00, 95.00
81.00, 113.00
79.00, 113.00
72.00, 108.00
78.00, 105.00
65.00, 99.00
80.00, 100.00
67.00, 102.00
67.00, 110.00
62.00, 96.00
58.00, 104.00
62.00, 99.00
69.00, 100.00
81.00, 107.00
78.00, 110.00
77.00, 101.00
57.00, 103.00
62.00, 99.00
65.00, 97.00
75.00, 113.00
78.00, 99.00
72.00, 102.00
63.00, 96.00
75.00, 100.00
60.00, 98.00
77.00, 108.00
65.00, 98.00
64.00, 106.00
80.00, 99.00
